,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
1193,Ciara O'Rourke,Video shows the Secret Service failing to protect Kamala Harris after she became vice president.,Instagram posts,"October 12, 2023",FALSE,FAKE,0
1194,Louis Jacobson,"""Sadly, American taxpayer dollars helped fund these attacks, which many reports are saying came from the Biden administration.”",Donald Trump,"October 11, 2023",FALSE,FAKE,0
1195,Ciara O'Rourke,"Un video muestra cómo la ""Fuerza aérea de Israel ataca Gaza"" en octubre de 2023.",Facebook posts,"October 11, 2023",FALSE,FAKE,0
1196,Ciara O'Rourke,Russian President Vladimir Putin “warns ‘global terrorist’ Klaus Schwab his ‘days are numbered.’”,Facebook posts,"October 11, 2023",FALSE,FAKE,0
1197,Ciara O'Rourke,Video shows Israel’s Iron Dome intercepting rockets Hamas fired in October 2023.,Viral image,"October 11, 2023",FALSE,FAKE,0
1198,Ciara O'Rourke,Video shows Hamas launching a “rocket attack.”,Facebook posts,"October 11, 2023",FALSE,FAKE,0
1199,Maria Ramirez,"""There will not be another foot of wall constructed in my administration.”",Joe Biden,"• October 11,",full-flop,FAKE,0
1200,Sara Swann,"Video shows Will Smith and Jada Pinkett Smith advertising “$5,600 health spending cards.”",Facebook posts,"October 11, 2023",FALSE,FAKE,0
1201,Loreben Tuquero,“The U.S. is sending $8 billion worth of military aid to Israel.”,Social Media,"October 11, 2023",FALSE,FAKE,0
1202,Ciara O'Rourke,“Klaus Schwab announces the end of car ownership.”,Instagram posts,"October 11, 2023",FALSE,FAKE,0
1203,Maria Briceño,Justin Trudeau’s plane was filled with cocaine when he landed in India for the G20 summit.,Facebook posts,"October 11, 2023",FALSE,FAKE,0
1204,D.L. Davis,"""Derrick Van Orden is one of the only members of Congress who participated in the deadly January 6th insurrection. He now serves in the building he tried to burn down.""",Rebecca Cooke,"October 11, 2023",barely-true,REAL,1
1205,Jeff Cercone,Video shows pro-Palestine march in Chicago on Oct. 8.,TikTok posts,"October 10, 2023",FALSE,FAKE,0
1206,Louis Jacobson,"The Biden administration “wanted Israel to stand down after the attack"" by Hamas.",Tim Scott,"October 10, 2023",barely-true,REAL,1
1207,Tayler Pillo,West Virginia University has “increased the amount of unfunded institutional aid provided to students and expects this amount to exceed $134 million in 2024.”,Paula Congelio,"October 10, 2023",half-true,REAL,1
1208,Cody Matorin,E. Gordon Gee’s university projects have increased “WVU’s debt load by 55%.”,West Virginia University Faculty Senate,"October 10, 2023",barely-true,REAL,1
1209,Ciara O'Rourke,"Former President Donald Trump said, “Israel has hypnotized the world.”",Viral image,"October 10, 2023",FALSE,FAKE,0
1210,Griff Bihun,“Fewer than 2% of students are impacted whatsoever by the decisions we're making” to cut the budget.,E. Gordon Gee,"October 10, 2023",barely-true,REAL,1
1211,Ciara O'Rourke,Video shows “second night of missiles attacks against Israel.”,Viral image,"October 10, 2023",FALSE,FAKE,0
1212,Ciara O'Rourke,Video shows Hamas militants “dressing up as Jewish soldiers” to create propaganda.,Instagram posts,"October 10, 2023",FALSE,FAKE,0
1213,Loreben Tuquero,"1,609 scientists signed a declaration saying “There is no climate emergency.”",X posts,"October 9, 2023",barely-true,REAL,1
1214,Marta Campabadal,“Últimas noticias” de “congelamiento extremo” en Estados Unidos.,Facebook posts,"• October 9,",FALSE,FAKE,0
1215,Grace Abels,Video of howling people in Germany shows “trans species rights” protest.,Instagram posts,"October 9, 2023",FALSE,FAKE,0
1216,Ciara O'Rourke,Video shows footage of recent violence in Israel.,Facebook posts,"October 9, 2023",FALSE,FAKE,0
1217,Madison Czopek,Footage shows “Palestinian freedom fighters shot down 4 Israelis fighter jets.”,Facebook posts,"October 9, 2023",FALSE,FAKE,0
1218,Ciara O'Rourke,Video shows Iranian lawmakers chanting “death to America” in 2023.,Instagram posts,"October 9, 2023",FALSE,FAKE,0
1219,Ciara O'Rourke,Video shows “Israeli Air Force…striking terror targets in Gaza” in October.,Facebook posts,"October 9, 2023",FALSE,FAKE,0
1220,Ciara O'Rourke,Video shows Hamas “paraglided amongst Israeli citizens and proceeded to massacre them.”,Viral image,"October 9, 2023",FALSE,FAKE,0
1221,Ciara O'Rourke,"“Israel just bombed and destroyed” St. Porphyrius Church in Gaza on Oct. 9, 2023.",Instagram posts,"October 9, 2023",FALSE,FAKE,0
1222,Paul Specht,The North Carolina state budget includes “the largest cut in our personal income tax that we’ve ever seen.”,Tricia Cotham,"October 9, 2023",FALSE,FAKE,0
1223,Ricardo Torres,"Thanks to negotiating drug prices ""our seniors, instead of paying $500 a month for drugs, are paying no more than 35 cents.""",Gwen Moore,"October 9, 2023",FALSE,FAKE,0
1224,Samantha Putterman,"Joe Biden ""put 20 million people on Medicaid who aren’t even eligible, then stopped states from taking them off.""",Nikki Haley,"October 6, 2023",FALSE,FAKE,0
1225,Grace Abels,"An ABC News headline said, “Journalist covering the Hunter Biden case dies after being shot 7 times.”",TikTok posts,"October 6, 2023",FALSE,FAKE,0
1226,Sara Swann,"""Bill Gates mRNA 'air vaccine' approved for use against non-consenting humans""",Instagram posts,"October 6, 2023",FALSE,FAKE,0
1227,Aubrey Burkhardt,“The percentage of students that are going to college (in West Virginia) has been declining for five years.”,George Zimmerman,"October 6, 2023",mostly-true,REAL,1
1228,Michelle Peribanez,“Gas prices have skyrocketed since Joe Biden took office and continue to do so everyday.”,Carol Miller,"October 6, 2023",half-true,REAL,1
1229,Derek Nastasi,Foreign languages are “not a high priority” nationally,E. Gordon Gee,"October 6, 2023",half-true,REAL,1
1230,Amy Sherman,New York Attorney General Letitia James and Judge Arthur Engoron valued Mar-a-Lago at $18 million.,Facebook posts,"October 6, 2023",FALSE,FAKE,0
1231,Madison Czopek,"James Biden’s text message to Hunter Biden that says, “I can work with you(r) father alone,” shows that Joe Biden was “in business” with Hunter Biden.",Jesse Watters,"October 6, 2023",FALSE,FAKE,0
1232,Jeff Cercone,"Flu shot ingredients include aborted human cell cultures, monkey kidney cells and antifreeze.",Instagram posts,"October 6, 2023",FALSE,FAKE,0
1233,Amy Sherman,"“Under the Obama-Biden administration, we invested hundreds of millions of dollars in the state of Florida replacing wooden power poles with steel poles and we buried these electric lines.""",Joe Biden,"October 6, 2023",FALSE,FAKE,0
1234,Sophia Voight,"China sends “fentanyl into America killing 80,000 Americans a year.”",Mike Gallagher,"October 6, 2023",half-true,REAL,1
1235,Ciara O'Rourke,Video shows President Joe Biden admitting “shady role in Maui fires.”,Facebook posts,"October 5, 2023",FALSE,FAKE,0
1236,Ciara O'Rourke,“CDC admits it faked 99% of COVID deaths to scare public into taking vaccine.”,Viral image,"October 5, 2023",FALSE,FAKE,0
1237,Sara Swann,“A new deadly pandemic is at our doorstep.”,Facebook posts,"October 5, 2023",FALSE,FAKE,0
1238,Ciara O'Rourke,“FDA wants to replace salt with Bill Gates’ new mRNA fake salt.”,Instagram posts,"October 5, 2023",FALSE,FAKE,0
1239,Louis Jacobson,"When I took office, “the auto industry was on its knees gasping its last breath.” Trump administration “tariffs and taxes saved the American auto industry from extinction.""",Donald Trump,"October 5, 2023",FALSE,FAKE,0
1240,Ciara O'Rourke,Former President Donald Trump is commander in chief.,Instagram posts,"October 5, 2023",pants-fire,REAL,1
1241,Ciara O'Rourke,“Oprah FREAKS OUT after 15 kids are finally found on Maui.”,Facebook posts,"October 5, 2023",FALSE,FAKE,0
1242,Ciara O'Rourke,“Trump controls U.S. military.”,Facebook posts,"October 5, 2023",pants-fire,REAL,1
1243,Ciara O'Rourke,“Man cuts off wife’s head after DNA test proved none of 6 kids are his own.”,Facebook posts,"October 5, 2023",FALSE,FAKE,0
1244,Ciara O'Rourke,“Bill Gates: People who resist ‘mRNA tsunami’ will be excluded from society.”,Instagram posts,"October 5, 2023",FALSE,FAKE,0
1245,Sophia Bookwood,“#Bidenomics has led to mortgage rates hitting a 21-year high → over 7%.”,Shelley Moore Capito,"October 5, 2023",mostly-true,REAL,1
1246,Samuel Russ,"“Just in the last four years, $80 billion in federal funding has come to West Virginia — $22 billion more than we've ever received.”",Joe Manchin,"October 5, 2023",mostly-true,REAL,1
1247,Ethan Moore,"During E. Gordon Gee's presidency of West Virginia University, ""student enrollments have steadily decreased.""",West Virginia University Faculty Senate,"October 5, 2023",mostly-true,REAL,1
1248,Ciara O'Rourke,California Gov. Gavin Newsom is “not human.”,Instagram posts,"October 5, 2023",pants-fire,REAL,1
1249,Marta Campabadal,Six million or 7 million people have “come illegally under Biden.”,Ron DeSantis,"• October 4,",barely-true,REAL,1
1250,Sara Swann,Video shows magnetic meat for sale in U.S. grocery stores.,Facebook posts,"October 4, 2023",FALSE,FAKE,0
1251,Ciara O'Rourke,“Katie Hobbs no longer governor of Arizona.”,Facebook posts,"October 4, 2023",FALSE,FAKE,0
1252,Loreben Tuquero,Campaign finance disclosures showed Fulton County District Attorney Fani Willis took part in a “massive money laundering and election fraud” scheme.,Facebook posts,"October 3, 2023",FALSE,FAKE,0
1253,Madison Czopek,"“Burisma Energy accountant, who blew the whistle on Biden bribery scheme, found dead.”",Instagram posts,"October 3, 2023",FALSE,FAKE,0
1254,Maria Briceño,Patent shows 5G towers are used for brainwashing.,Facebook posts,"October 3, 2023",pants-fire,REAL,1
1255,Ciara O'Rourke,“NATO troops deployed to Ukraine.”,Facebook posts,"October 3, 2023",FALSE,FAKE,0
1256,Ciara O'Rourke,A fact-check proves Michelle Obama is “a he.”,Facebook posts,"October 3, 2023",pants-fire,REAL,1
1257,Louis Jacobson,"""Since the mid-'90s, this country has been governed by revolving continuing resolution and omnibus spending bill(s). … That is the reason we're $33 trillion in debt.""",Matt Gaetz,"October 2, 2023",half-true,REAL,1
1258,Ciara O'Rourke,Sen. Dianne Feinstein tweeted about getting COVID-19 and flu vaccines days before her death.,Viral image,"October 2, 2023",FALSE,FAKE,0
1259,Ciara O'Rourke,Video shows Rep. Alexandria Ocasio-Cortez crying on CNN.,Facebook posts,"October 2, 2023",FALSE,FAKE,0
1260,Ciara O'Rourke,Video shows U.S. Reps. Alexandria Ocasio-Cortez and Nancy Pelosi discussing Jan. 6 with President Joe Biden.,Viral image,"October 2, 2023",FALSE,FAKE,0
1261,Michelle Andrews,"“Under ‘Crooked Joe’ Biden, there has been a catastrophic increase in shortages of essential medicines.”",Donald Trump,"October 2, 2023",FALSE,FAKE,0
1262,Grace Abels,A video shows children disappearing from inside a school bus.,Facebook posts,"September 29, 2023",pants-fire,REAL,1
1263,Jeff Cercone,New York City is spraying unsafe pesticides to combat West Nile virus.,Instagram posts,"September 29, 2023",FALSE,FAKE,0
1264,Ciara O'Rourke,A Sept. 20 video shows President Joe Biden’s body double.,Instagram posts,"September 29, 2023",FALSE,FAKE,0
1265,Marta Campabadal,"""En ciertos estados el gobierno de Estados Unidos comprará los paneles por ti y te los dará sin ningún costo en caso de que te pases a energía solar en las próximas semanas"".",Facebook posts,"• September 29,",FALSE,FAKE,0
1266,Jeff Cercone,Arizona Senate “indicted” Gov. Katie Hobbs.,TikTok posts,"September 29, 2023",pants-fire,REAL,1
1267,Ciara O'Rourke,"“Pentagon releases NASA footage of 2,000 mile long UFO near Saturn.”",Facebook posts,"September 29, 2023",FALSE,FAKE,0
1268,Marta Campabadal,"""Se declara emergencia máxima"" por congelamiento en Estados Unidos.",Facebook posts,"• September 29,",FALSE,FAKE,0
1269,Ciara O'Rourke,“Three minutes ago Trump cries after losing everything after new evidence exposed.”,Facebook posts,"September 29, 2023",FALSE,FAKE,0
1270,Ciara O'Rourke,President Joe Biden and his son snorted cocaine in the White House.,Instagram posts,"September 29, 2023",FALSE,FAKE,0
1271,Ciara O'Rourke,Video shows “everyone will be wiped out in 21 days.”,Facebook posts,"September 29, 2023",FALSE,FAKE,0
1272,Louis Jacobson,“We are more energy independent today” under President Joe Biden.,Gavin Newsom,"September 28, 2023",half-true,REAL,1
1273,Grace Abels,"Being transgender is a ""mental health disorder.""",Vivek Ramaswamy,"September 28, 2023",FALSE,FAKE,0
1274,Sara Swann,"World Economic Forum “elites” are pushing the Great Reset, which aims to control people by taking all their possessions.",Instagram posts,"September 28, 2023",FALSE,FAKE,0
1275,Ciara O'Rourke,“Klaus Schwab admits agenda 2030 is failing as millions rise up against new world order.”,Viral image,"September 28, 2023",FALSE,FAKE,0
1276,Maria Briceño,"“Si ganas menos de $50,000 al año” puedes calificar para un crédito de salud y usarlo para “lo que sea”.",Facebook posts,"September 28, 2023",barely-true,REAL,1
1277,Ciara O'Rourke,A 1970s public service announcement offers tips for avoiding the coronavirus.,Viral image,"September 28, 2023",FALSE,FAKE,0
1278,Ciara O'Rourke,“Donald Trump exposes why 9/11 was an inside job.”,Instagram posts,"September 28, 2023",FALSE,FAKE,0
1279,Loreben Tuquero,"At a United Nations summit, President Joe Biden and U.N. Secretary-General António Guterres warned of a planned disaster.",Facebook posts,"September 28, 2023",FALSE,FAKE,0
1280,Adrianne Dering,"“A few years back,” Mitchell Stadium in Bluefield, W.Va., “was voted the best high school football field in America.”",Mike Oliverio,"September 28, 2023",TRUE,REAL,1
1281,Amy Sherman,“Ron DeSantis is against fracking. He is against drilling.”,Nikki Haley,"September 28, 2023",half-true,REAL,1
1282,Maria Briceño,“Bill Gates está liberando miles y miles de mosquitos modificados genéticamente para que le piquen a las personas…y que pueden ser perfectamente una arma biológica”.,Facebook posts,"September 27, 2023",FALSE,FAKE,0
1283,Sara Swann,"""Trump just bought a handgun!”",Instagram posts,"September 27, 2023",FALSE,FAKE,0
1284,Ciara O'Rourke,Video shows all highways closed in Berlin “right now.”,Facebook posts,"September 27, 2023",FALSE,FAKE,0
1285,Sara Swann,"“They brought in 25,000 (National Guard members) because Biden couldn't get enough people to his inauguration.”",Instagram posts,"September 27, 2023",FALSE,FAKE,0
1286,Ciara O'Rourke,A greeting message for Ukraine President Volodymyr Zelenskyy said “Glory to Urine.”,Viral image,"September 27, 2023",FALSE,FAKE,0
1287,Loreben Tuquero,"A video proves U.S. Attorney General Merrick Garland faces “a lying charge” after giving a fake number to Sen. John Kennedy, R-La., at a hearing.",Facebook posts,"September 26, 2023",pants-fire,REAL,1
